timestamp,bid1_price,bid1_qty,bid2_price,bid2_qty,bid3_price,bid3_qty,bid4_price,bid4_qty,bid5_price,bid5_qty,ask1_price,ask1_qty,ask2_price,ask2_qty,ask3_price,ask3_qty,ask4_price,ask4_qty,ask5_price,ask5_qty,spread,midprice,total_buy_qty,total_sell_qty
2026-06-12T06:38:05.725,55936.4,30,55936,30,55931.2,30,55925,30,55923,30,55941.2,30,55941.8,300,55942.4,210,55942.8,90,55943,90,4.799999999995634,55938.8,150,720
2026-06-12T06:38:06.843,55936.4,30,55936,30,55931.2,30,55925,30,55923,30,55941.2,30,55941.8,300,55943,210,55943.2,180,55943.4,210,4.799999999995634,55938.8,150,930
2026-06-12T06:38:07.954,55936.4,30,55936,30,55931.2,30,55925,30,55923,30,55941.2,30,55941.8,300,55943,210,55943.2,180,55943.4,210,4.799999999995634,55938.8,150,930
2026-06-12T06:38:09.056,55936.4,30,55936,30,55931.2,30,55925,30,55923,30,55941.2,30,55941.8,300,55942.4,210,55942.8,90,55943,90,4.799999999995634,55938.8,150,720
2026-06-12T06:38:10.174,55936.4,30,55936,30,55931.2,30,55925,30,55923,30,55941.4,300,55941.8,30,55943.6,60,55943.8,300,55944,30,5.0,55938.9,150,720
2026-06-12T06:38:12.240,55936.4,30,55936,30,55931.2,30,55925,30,55923,30,55941.8,30,55942.8,30,55943,270,55943.2,150,55943.4,60,5.400000000001455,55939.100000000006,150,540
2026-06-12T06:38:13.412,55936.4,30,55936,30,55931.2,30,55925,30,55923,30,55941,30,55941.2,90,55941.6,30,55941.8,60,55942,60,4.599999999998545,55938.7,150,270
2026-06-12T06:38:14.532,55936.4,150,55936,30,55931.2,30,55925,30,55923,30,55940.8,120,55941.2,30,55941.6,30,55942,150,55942.2,120,4.400000000001455,55938.600000000006,270,450
2026-06-12T06:38:15.642,55936.4,30,55936,30,55931.2,30,55925,30,55923,30,55941.2,30,55941.8,300,55943,210,55943.2,180,55943.4,210,4.799999999995634,55938.8,150,930
2026-06-12T06:38:16.746,55931.2,30,55925,30,55923,30,55920,180,55916,60,55938.4,30,55938.6,60,55938.8,30,55939,60,55939.6,30,7.200000000004366,55934.8,330,210
2026-06-12T06:38:18.087,55936.4,30,55936,30,55931.2,30,55925,30,55923,30,55941,30,55941.2,90,55941.6,30,55941.8,60,55942,60,4.599999999998545,55938.7,150,270
2026-06-12T06:38:19.199,55931.2,30,55925,30,55923,30,55920,180,55916,60,55937.8,30,55939,30,55939.2,90,55939.4,60,55939.8,60,6.600000000005821,55934.5,330,270
2026-06-12T06:38:20.317,55931.2,90,55925,30,55923,30,55920,180,55916,60,55937.8,30,55939,30,55939.2,90,55939.4,30,55939.8,60,6.600000000005821,55934.5,390,240
2026-06-12T06:38:21.421,55931.4,60,55931.2,30,55925,30,55923,30,55920,180,55937.8,30,55939,30,55939.2,90,55939.6,30,55939.8,30,6.400000000001455,55934.600000000006,330,210
2026-06-12T06:38:22.530,55931.2,30,55925,30,55923,30,55920,180,55916,60,55938.4,30,55938.6,60,55938.8,30,55939,60,55939.6,30,7.200000000004366,55934.8,330,210
2026-06-12T06:38:23.643,55931.6,60,55931.2,30,55925,30,55923,30,55920,180,55938.4,30,55939.8,150,55940.2,30,55940.4,30,55940.6,60,6.80000000000291,55935.0,330,300
